	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
128	128	rt eu pensando que nunca vou participar de uma cena rom ntica igual o aladdin e jasmine pqe ningu m me quer e tapetes n o vo	140	1140950116364443648	Tue Jun 18 11:51:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	785	2
129	129	dari nonton aladdin balikanya pas naik motor tiba nyanyi a whole new world sendiri	85	1140949992669978624	Tue Jun 18 11:50:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
130	130	rt jasmine aladdin lt	125	1140949975414657026	Tue Jun 18 11:50:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	34	2
131	131	rt will smith	92	1140949939549163521	Tue Jun 18 11:50:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
132	132	rt yesung the rd mini album pinkmagic melon	143	1140949721646866433	Tue Jun 18 11:49:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	2
133	133	rt golanheights is sitting on a billion dollar oil reserve discovered in late by genie oil its board includes rothschild	140	1140950056838815745	Tue Jun 18 11:51:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	29	2
134	134	rt aladdin i can sho	59	1140949612989075461	Tue Jun 18 11:49:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2723	2
135	135	rt never forget that will smith gave us switch	85	1140949874311159809	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	105	0
136	136	aladdin suit and i oop	65	1140949878140522496	Tue Jun 18 11:50:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	1	0
137	137	rt will smith	92	1140949833370312704	Tue Jun 18 11:50:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
138	138	killed it in the gym still fighting for will smith body focus listening to ms hill haters going to hate weightincrease	126	1140949782950793221	Tue Jun 18 11:50:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
139	139	rt dress aladdin jasmine	67	1140950087201247237	Tue Jun 18 11:51:13 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	694	0
140	140	aladdin	43	1140949737677500416	Tue Jun 18 11:49:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
141	141	rt when aladdin said sometimes you just have to take a risk i did that	93	1140949597352689665	Tue Jun 18 11:49:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377	0
142	142	aladdin sama greatest showman	41	1140949857495998467	Tue Jun 18 11:50:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
143	143	rt will smith	92	1140949876336783360	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
144	144	rt will smith	92	1140949929671548928	Tue Jun 18 11:50:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
145	145	rt excuse nous le genie du	63	1140949672472788992	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	0
146	146	rt will smith	92	1140950063851560962	Tue Jun 18 11:51:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
147	147	rt sagara sangamam k viswanath the pursuit of happyness gabriele muccino will smith	140	1140949772703952901	Tue Jun 18 11:49:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	754	2
148	148	rt yesung the rd mini album pinkmagic melon	143	1140949939129704449	Tue Jun 18 11:50:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	2
149	149	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949661160632321	Tue Jun 18 11:49:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
150	150	rt and i oop aladdin	63	1140950067127308288	Tue Jun 18 11:51:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	25	0
151	151	rt yesung the rd mini album pinkmagic melon	143	1140949812491112448	Tue Jun 18 11:50:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
152	152	nur das genie bescherrscht das chaos	53	1140949920733704192	Tue Jun 18 11:50:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2
153	153	rt this dance sequence in aladdin is the bomb	106	1140949631875964935	Tue Jun 18 11:49:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	75	1
154	154	rt yesung the rd mini album pinkmagic melon	143	1140949893734961153	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
155	155	rt aladdin risk his life only for princess jasmine jafar	98	1140949808972046336	Tue Jun 18 11:50:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676	0
156	156	rt will smith	92	1140949703246266368	Tue Jun 18 11:49:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
157	157	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949706333253633	Tue Jun 18 11:49:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
158	158	rt newmusicmonday with the radio genie valedictorysessions np alakori ft htt	140	1140949606630600704	Tue Jun 18 11:49:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
159	159	bambi hercules aladdin drawing draw art sketch illustration disney	99	1140949588096036868	Tue Jun 18 11:49:14 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	0	0	0
160	160	rt will smith	92	1140949663064838145	Tue Jun 18 11:49:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
161	161	rt if you don t have anything you have to act like you own everything disney aladdin is now playing in theaters g	140	1140949965918724096	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	585	0
162	162	rt kst loveshot melon rd genie th exo	98	1140949705528094720	Tue Jun 18 11:49:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	0
163	163	rt yesung the rd mini album pinkmagic melon	143	1140949953004605441	Tue Jun 18 11:50:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
164	164	rt aladdin suit and i oop	80	1140949993257406465	Tue Jun 18 11:50:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	0
165	165	you will feel it calling in the air tonight versprochen genesis genie und easy lover phil collins begl ckt he	140	1140949789212852225	Tue Jun 18 11:50:02 +0000 2019	"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>"	1	0	0
166	166	ben d n ankara arcadium sinemalar nda aladdin seans na bilet ald m fakat i im kt gidemeyece im	140	1140950079190315008	Tue Jun 18 11:51:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
167	167	von dem haben wir auch schon geh rt und es lohnt sich genie ihn	78	1140949898197708800	Tue Jun 18 11:50:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
168	168	rt when aladdin said sometimes you just have to take a risk i did that	93	1140949914593005568	Tue Jun 18 11:50:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	377	0
169	169	genie amp	74	1140949949359591424	Tue Jun 18 11:50:40 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	0
170	170	rt beyonc n o pode ser a nala porque n o tem voz de le o will smith n o pode ser o g nio porque n o azul zendaya n o pod	140	1140949850588164096	Tue Jun 18 11:50:16 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	25	2
171	171	rt will smith	92	1140950112866197504	Tue Jun 18 11:51:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
172	172	rt yam jam fig jam we got all the jams what jam is your jam aladdin	110	1140949917822795777	Tue Jun 18 11:50:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3925	2
173	173	bogo free genie jinn aladdin disney magical oil lamp modern cross stitch pattern decor diy pdf pattern instant dow	140	1140949752772726785	Tue Jun 18 11:49:53 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
174	174	rt when aladdin said sometimes you just have to take a risk i did that	93	1140949797337096192	Tue Jun 18 11:50:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377	0
175	175	aladdin	41	1140949693045698560	Tue Jun 18 11:49:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
176	176	bogo free genie jinn aladdin princess jasmine disney magical oil lamp modern cross stitch decor diy pdf pattern in	140	1140949699509272577	Tue Jun 18 11:49:40 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
177	177	rt yesung the rd mini album pinkmagic melon	143	1140949654659579905	Tue Jun 18 11:49:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	2
178	178	rt bts boy with luv mv feat halsey kst flo melon genie soribada bugs m	140	1140949931345240064	Tue Jun 18 11:50:36 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	193	0
179	179	i m here to announce i m finally goin to watch aladdin	54	1140950080955936768	Tue Jun 18 11:51:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
180	180	jadi bener jin tuh suka teko kaya di film aladdin	61	1140949833823297536	Tue Jun 18 11:50:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
181	181	rt a whole new world ost aladdin dangdut version via	101	1140950064346456064	Tue Jun 18 11:51:07 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	8	0
182	182	d n ankara arcadium sinemalar nda aladdin seans na bilet ald m fakat i im kt gidemeyece im bil	140	1140949635055456256	Tue Jun 18 11:49:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
183	183	guys fokus ke digital juga contohnya genie	43	1140949795818758144	Tue Jun 18 11:50:03 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
184	184	rt i wasn t entirely convinced that mena massoud was the best choice to play aladdin update after watching the film h	140	1140949983669161984	Tue Jun 18 11:50:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	15	-1
185	185	hans zimmer so ein genie	41	1140950066003361792	Tue Jun 18 11:51:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
186	186	rt yesung the rd mini album pinkmagic melon	143	1140949721101549573	Tue Jun 18 11:49:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
187	187	rt yesung the rd mini album pinkmagic melon	143	1140949995451011073	Tue Jun 18 11:50:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
188	188	rt cosplay aladdin jafar http	143	1140949829733851136	Tue Jun 18 11:50:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1043	0
189	189	rt yesung the rd mini album pinkmagic melon	143	1140950013884821504	Tue Jun 18 11:50:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
190	190	genie radio play this song feat fingazz francis	100	1140949820133130241	Tue Jun 18 11:50:09 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	0
191	191	rt yesung the rd mini album pinkmagic melon	143	1140950013733769218	Tue Jun 18 11:50:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
192	192	rt yesung the rd mini album pinkmagic melon	143	1140949595473641472	Tue Jun 18 11:49:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
193	193	rt will smith	92	1140950015549952002	Tue Jun 18 11:50:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
194	194	rt jasmine you lied aladdin i may have jasmine you may have or you did aladdin i may have did	121	1140949685433176065	Tue Jun 18 11:49:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5	0
195	195	rt yesung the rd mini album pinkmagic melon	143	1140949806614843392	Tue Jun 18 11:50:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684	0
196	196	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949979642486786	Tue Jun 18 11:50:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
197	197	rt can people be less like elon musk and more like will smith please	107	1140950429947301888	Tue Jun 18 11:52:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	20393	1
198	198	rt bts music chart boywithluv b flo melon olleh genie mnet	142	1140950191052210177	Tue Jun 18 11:51:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	69	0
199	199	rt a whole new world disnny aladdin	74	1140950135242776576	Tue Jun 18 11:51:24 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	25	0
200	200	das letzte universal genie der deutschen	64	1140950329577504769	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	0
201	201	rt her voice aladdin	70	1140950320308088834	Tue Jun 18 11:52:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	24	0
202	202	rt beyonc n o pode ser a nala porque n o tem voz de le o will smith n o pode ser o g nio porque n o azul zendaya n o pod	140	1140950184865783808	Tue Jun 18 11:51:36 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	25	2
203	203	rt will smith	92	1140950371214356480	Tue Jun 18 11:52:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
204	204	rt stream melon genie playlist spotify vpn	140	1140950300733239296	Tue Jun 18 11:52:04 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	15	2
205	205	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140950602819788800	Tue Jun 18 11:53:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
206	206	rt mgma genie	144	1140950212988399616	Tue Jun 18 11:51:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	198	0
207	207	i do not think will smith ever made rap like that lol	104	1140950348821143552	Tue Jun 18 11:52:15 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	0
208	208	rt army fighting c c gi i ti p theo ch ng ta p vote teen choice music awards m x genie music awards soribada b	144	1140950331183923201	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	51	0
209	209	rt yesung the rd mini album pinkmagic melon	143	1140950411978821632	Tue Jun 18 11:52:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686	0
210	210	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140950598507831296	Tue Jun 18 11:53:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120	1
211	211	rt the day after i meet a genie boss hey team you can all leave five minutes early today me loudly oh wow so wei	140	1140950287718465536	Tue Jun 18 11:52:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2673	0
212	212	greatest showman a star is born aladdin hm	56	1140950609337569280	Tue Jun 18 11:53:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
213	213	rt leo muse lt dance performance gt genie music	146	1140950514118492160	Tue Jun 18 11:52:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	97	0
214	214	aladdin a whole new world cover by moose	72	1140950185830318080	Tue Jun 18 11:51:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
215	215	aladdin titanic fifty shades of grey	50	1140950627196887040	Tue Jun 18 11:53:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
216	216	rt yesung the rd mini album pinkmagic melon	143	1140950404198309888	Tue Jun 18 11:52:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686	0
217	217	rt der neue men in black film floppt an der kino kasse ohne will smith wird das nichts und der neue joker film wird auch nichts	140	1140950581735055360	Tue Jun 18 11:53:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	2
218	218	rt a whole new world bigbang aladdin	75	1140950149818007552	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	709	0
219	219	rt one of the most inspirational father amp son scenes from will smith and jaden smith	123	1140950454978994176	Tue Jun 18 11:52:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109	1
220	220	rt naomi would always check in with me and be like you realize you are playing aladdin right love her for being his h	140	1140950273726324737	Tue Jun 18 11:51:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	10	1
221	221	rt one of the most inspirational father amp son scenes from will smith and jaden smith	123	1140950372758016001	Tue Jun 18 11:52:21 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109	1
222	222	rt kst loveshot melon th genie th exo	98	1140950408392691712	Tue Jun 18 11:52:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3	0
223	223	rt aladdin risk his life only for princess jasmine jafar	98	1140950533009575937	Tue Jun 18 11:52:59 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676	0
224	224	rt will smith	92	1140950579562237952	Tue Jun 18 11:53:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
225	225	rt kst loveshot melon st genie th exo	98	1140950423412432896	Tue Jun 18 11:52:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5	0
226	226	rt g i dle uh oh bugs naver soribada genie melon mnet	105	1140950305112305664	Tue Jun 18 11:52:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15	2
227	227	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140950512147107841	Tue Jun 18 11:52:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
228	228	rt bts music chart boywithluv b flo melon olleh genie mnet	142	1140950619148042240	Tue Jun 18 11:53:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	69	0
229	229	rt leo muse lt dance performance gt genie music	146	1140950293502484480	Tue Jun 18 11:52:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	97	0
230	230	princesa jasmine ha llegado aladdin	63	1140950344698159104	Tue Jun 18 11:52:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
231	231	rt yesung the rd mini album pinkmagic melon	143	1140950139764219904	Tue Jun 18 11:51:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686	2
232	232	rt bts boy with luv mv feat halsey kst flo melon genie soribada bugs m	140	1140950567935598592	Tue Jun 18 11:53:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
233	233	rt will smith	92	1140950392890511360	Tue Jun 18 11:52:26 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
234	234	rt yesung the rd mini album pinkmagic melon	143	1140950222685650944	Tue Jun 18 11:51:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686	0
235	235	rt will smith disse sua felicidade n o minha responsabilidade vc deve ser feliz e eu devo ser feliz individualmente ent o no	140	1140950619408281600	Tue Jun 18 11:53:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8562	2
236	236	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140950529712910338	Tue Jun 18 11:52:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120	1
237	237	rt mena kissing naomi forehead is so pure aladdin	93	1140950286791352320	Tue Jun 18 11:52:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	153	1
238	238	people live action aladdin was awkward as heck by the second half of the movie original aladdin was smoother m	141	1140950415954944001	Tue Jun 18 11:52:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	-1
239	239	genie alone	70	1140950550923472896	Tue Jun 18 11:53:03 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	0
240	240	rt jasmine aladdin naomiscott menamassoud	97	1140950328537255937	Tue Jun 18 11:52:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	0
241	241	rt will smith	92	1140950424842670080	Tue Jun 18 11:52:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
242	242	rt disney aladdin	140	1140950438839119872	Tue Jun 18 11:52:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5	2
243	243	rt army fighting c c gi i ti p theo ch ng ta p vote teen choice music awards m x genie music awards soribada b	144	1140950153567731712	Tue Jun 18 11:51:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	51	2
244	244	rt yesung name is trending on melon and genie search superjunior pinkmagic	143	1140950344869896197	Tue Jun 18 11:52:14 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	145	2
245	245	rt all hail prince ali aladdin	74	1140950150648651776	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	559	2
246	246	aladdin	34	1140950411282534401	Tue Jun 18 11:52:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
247	247	rt yesung the rd mini album pinkmagic melon	143	1140950285201711104	Tue Jun 18 11:52:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686	0
248	248	rt bts music chart boywithluv b melon flo olleh genie	145	1140950251383037952	Tue Jun 18 11:51:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	52	0
249	249	aladdin	21	1140950149599940608	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
250	250	aladdin	46	1140950614181941248	Tue Jun 18 11:53:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
251	251	rt when aladdin said sometimes you just have to take a risk i did that	93	1140950204801142785	Tue Jun 18 11:51:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377	0
252	252	rt yesung the rd mini album pinkmagic melon	143	1140950253182619648	Tue Jun 18 11:51:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686	0
253	253	ayer el d a se re prestaba para el cine fui a ver aladdin porque era la nica que quedaba a la noche y obvio que n	140	1140950601716654080	Tue Jun 18 11:53:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
254	254	rt yesung the rd mini album pinkmagic melon	143	1140950438868447232	Tue Jun 18 11:52:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686	0
255	255	rt yesung name is trending on melon and genie search superjunior pinkmagic	143	1140950309990125569	Tue Jun 18 11:52:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	145	2
256	256	rt erstmal den frisch eingeflogenen sensha mit genie en	112	1140950290922913796	Tue Jun 18 11:52:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	2
